,date,web-link,text,Year,Month
401,2024-11-27,?id22=666863,"О присвоении ISIN кода облигациям АО ""АЛЬФА-БАНК"", выпуск 4B02-19-01326-B-001P",2024,11
402,2024-11-27,?id22=666861,"О присвоении ISIN кода облигациям администрации г. Томска, выпуск RU34009TOM1",2024,11
403,2024-11-27,?id22=666859,"О присвоении ISIN кода облигациям ООО ""СФО РУБИДИЙ КАПИТАЛ"", выпуск 6-03-00819-R",2024,11
404,2024-11-27,?id22=666857,"О присвоении ISIN кода облигациям ООО ""Мираторг Финанс"", выпуск 4CDE-01-36276-R",2024,11
405,2024-11-27,?id22=666855,"О присвоении ISIN кода облигациям ПАО ""РусГидро"", выпуск 4B02-03-55038-E-002P",2024,11
406,2024-11-27,?id22=666853,"О присвоении ISIN кода облигациям ПАО ""РусГидро"", выпуск 4B02-02-55038-E-002P",2024,11
407,2024-11-27,?id22=666851,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-847-01000-B-005P",2024,11
408,2024-11-26,?id22=666847,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-975-01793-A",2024,11
409,2024-11-26,?id22=666845,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-974-01793-A",2024,11
410,2024-11-26,?id22=666843,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-973-01793-A",2024,11
411,2024-11-26,?id22=666841,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-972-01793-A",2024,11
412,2024-11-26,?id22=666839,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-971-01793-A",2024,11
413,2024-11-26,?id22=666837,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-970-01793-A",2024,11
414,2024-11-26,?id22=666835,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-969-01793-A",2024,11
415,2024-11-26,?id22=666833,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-968-01793-A",2024,11
416,2024-11-26,?id22=666831,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-967-01793-A",2024,11
417,2024-11-26,?id22=666829,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-966-01793-A",2024,11
418,2024-11-26,?id22=666827,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-965-01793-A",2024,11
419,2024-11-26,?id22=666825,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-964-01793-A",2024,11
420,2024-11-26,?id22=666823,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-963-01793-A",2024,11
421,2024-11-26,?id22=666821,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-962-01793-A",2024,11
422,2024-11-26,?id22=666819,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-961-01793-A",2024,11
423,2024-11-26,?id22=666817,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-960-01793-A",2024,11
424,2024-11-26,?id22=666815,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-959-01793-A",2024,11
425,2024-11-26,?id22=666813,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-958-01793-A",2024,11
426,2024-11-26,?id22=666811,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-957-01793-A",2024,11
427,2024-11-26,?id22=666809,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-956-01793-A",2024,11
428,2024-11-26,?id22=666801,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-87-00796-R-001P",2024,11
429,2024-11-26,?id22=666799,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-86-00796-R-001P",2024,11
430,2024-11-26,?id22=666797,"О присвоении ISIN кода облигациям ПАО Сбербанк, выпуск 4B02-692-01481-B-001P",2024,11
431,2024-11-26,?id22=666795,"О присвоении ISIN кода облигациям АО ""ГТЛК"", выпуск 4B02-06-32432-H-002P",2024,11
432,2024-11-26,?id22=666791,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-846-01000-B-005P",2024,11
433,2024-11-25,?id22=666775,"О присвоении ISIN кода облигациям ООО ""СФО Румберг Структурные Продукты"", выпуск 6-09-00761-R-001P",2024,11
434,2024-11-25,?id22=666773,"О присвоении ISIN кода облигациям ПАО ""АПРИ"", выпуск 4B02-06-12464-K-002P",2024,11
435,2024-11-25,?id22=666771,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-845-01000-B-005P",2024,11
436,2024-11-22,?id22=666769,"О присвоении ISIN кода облигациям АО ""Банк ДОМ.РФ"", выпуск 4-02-02312-B-001P",2024,11
437,2024-11-22,?id22=666763,"О присвоении ISIN кода облигациям ПАО ""МТС-Банк"", выпуск 4-12-02268-B",2024,11
438,2024-11-22,?id22=666761,"О присвоении ISIN кода облигациям ООО ""Виллина"", выпуск 4B02-01-00191-L-001P",2024,11
439,2024-11-22,?id22=666759,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-844-01000-B-005P",2024,11
440,2024-11-21,?id22=666741,"О присвоении ISIN кода облигациям ПАО ""ФосАгро"", выпуск 4B02-01-06556-A-002P",2024,11
441,2024-11-21,?id22=666739,"О присвоении ISIN кода облигациям ООО ""Интерлизинг"", выпуск 4B02-10-00380-R-001P",2024,11
442,2024-11-21,?id22=666737,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-843-01000-B-005P",2024,11
443,2024-11-20,?id22=666731,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1380-01000-B-001P",2024,11
444,2024-11-20,?id22=666729,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1379-01000-B-001P",2024,11
445,2024-11-20,?id22=666727,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1378-01000-B-001P",2024,11
446,2024-11-20,?id22=666725,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1377-01000-B-001P",2024,11
447,2024-11-20,?id22=666723,"О присвоении ISIN кода облигациям ООО ""ЭНЕРГОНИКА"", выпуск 4B02-05-00518-R-001P",2024,11
448,2024-11-20,?id22=666721,"О присвоении ISIN кода облигациям ППК ""Фонд развития территорий"", выпуск 4-43-00014-T-001P",2024,11
449,2024-11-20,?id22=666715,"О присвоении ISIN кода облигациям АО ""ГТЛК"", выпуск 4-12-32432-H-004P",2024,11
450,2024-11-20,?id22=666713,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-842-01000-B-005P",2024,11
451,2024-11-19,?id22=666703,"О присвоении ISIN кода облигациям ПАО ""Совкомбанк"", выпуск 4B02-10-00963-B-001P",2024,11
452,2024-11-19,?id22=666699,"О присвоении ISIN кода облигациям НАО ПКО ""ПКБ"", выпуск 4B02-06-32831-F-001P",2024,11
453,2024-11-19,?id22=666693,"О присвоении ISIN кода облигациям АО ""ГТЛК"", выпуск 4B02-04-32432-H-002P",2024,11
454,2024-11-19,?id22=666691,"О присвоении ISIN кода облигациям АО ""ГЛАВСНАБ"", выпуск 4-01-16163-А-001P",2024,11
455,2024-11-19,?id22=666689,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-841-01000-B-005P",2024,11
456,2024-11-18,?id22=666683,"О присвоении ISIN кода облигациям ПАО ""Ростелеком"", выпуск 4B02-13-00124-A-001P",2024,11
457,2024-11-18,?id22=666681,"О присвоении ISIN кода облигациям ФГУП ""ПО ""Маяк"", выпуск 4-04-00015-T-001P",2024,11
458,2024-11-18,?id22=666677,"О присвоении ISIN кода облигациям ООО ""Балтийский лизинг"", выпуск 4B02-14-36442-R-001P",2024,11
459,2024-11-18,?id22=666675,"О присвоении ISIN кода облигациям ООО ""АНТЕРРА"", выпуск 4B02-02-00074-L",2024,11
460,2024-11-18,?id22=666673,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-840-01000-B-005P",2024,11
461,2024-11-15,?id22=666663,"О присвоении ISIN кода облигациям ПАО Сбербанк, выпуск 4B02-06-01481-B-002P",2024,11
462,2024-11-15,?id22=666661,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-839-01000-B-005P",2024,11
463,2024-11-14,?id22=666657,"О присвоении ISIN кода облигациям ООО ""СФО ""Элтехфинанс"", выпуск 6-01-00845-R",2024,11
464,2024-11-14,?id22=666653,"О присвоении ISIN кода облигациям ООО ""Наша Лига"", выпуск 4-01-00832-R-001P",2024,11
465,2024-11-14,?id22=666649,"О присвоении ISIN кода облигациям ООО КОМПАНИЯ ""СИМПЛ"", выпуск 4B02-01-00181-L-001P",2024,11
466,2024-11-14,?id22=666645,"О присвоении ISIN кода облигациям ООО ""Брусника. Строительство и девелопмент"", выпуск 4B02-03-00492-R-002P",2024,11
467,2024-11-14,?id22=666643,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-838-01000-B-005P",2024,11
468,2024-11-13,?id22=666639,"О присвоении ISIN кода облигациям ООО ""МАГНАТ"", выпуск 4-01-00829-R",2024,11
469,2024-11-13,?id22=666637,"О присвоении ISIN кода облигациям ООО ""ГПБ Финанс"", выпуск 4B02-01-00158-L-001P",2024,11
470,2024-11-13,?id22=666635,"О присвоении ISIN кода облигациям ПАО ""РусГидро"", выпуск 4B02-01-55038-E-002P",2024,11
471,2024-11-13,?id22=666633,"О присвоении ISIN кода облигациям ООО ""Микро Капитал Руссия"", выпуск 4-09-00667-R",2024,11
472,2024-11-13,?id22=666631,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-837-01000-B-005P",2024,11
473,2024-12-11,?id22=666623,"О присвоении ISIN кода облигациям ПАО Сбербанк, выпуск 4B02-691-01481-B-001P",2024,12
474,2024-12-11,?id22=666621,"О присвоении ISIN кода облигациям ООО ""АГРОПРОМ"", выпуск 4CDE-01-00195-L",2024,12
475,2024-12-11,?id22=666619,"О присвоении ISIN кода облигациям ООО ""СФО Теллуриум"", выпуск 6-05-00731-R-001P",2024,12
476,2024-12-11,?id22=666617,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1371-01000-B-001P",2024,12
477,2024-12-11,?id22=666615,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1370-01000-B-001P",2024,12
478,2024-12-11,?id22=666613,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1369-01000-B-001P",2024,12
479,2024-12-11,?id22=666611,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1368-01000-B-001P",2024,12
480,2024-12-11,?id22=666609,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1367-01000-B-001P",2024,12
481,2024-12-11,?id22=666607,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1366-01000-B-001P",2024,12
482,2024-12-11,?id22=666605,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1365-01000-B-001P",2024,12
483,2024-12-11,?id22=666603,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1364-01000-B-001P",2024,12
484,2024-12-11,?id22=666601,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1363-01000-B-001P",2024,12
485,2024-12-11,?id22=666599,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1362-01000-B-001P",2024,12
486,2024-12-11,?id22=666597,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1361-01000-В-001P",2024,12
487,2024-12-11,?id22=666595,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1360-01000-B-001P",2024,12
488,2024-12-11,?id22=666593,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1359-01000-B-001P",2024,12
489,2024-12-11,?id22=666591,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1358-01000-B-001P",2024,12
490,2024-12-11,?id22=666589,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1357-01000-B-001P",2024,12
491,2024-12-11,?id22=666587,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1356-01000-B-001P",2024,12
492,2024-12-11,?id22=666585,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1355-01000-B-001P",2024,12
493,2024-12-11,?id22=666583,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1354-01000-B-001P",2024,12
494,2024-12-11,?id22=666581,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1353-01000-B-001P",2024,12
495,2024-12-11,?id22=666579,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1352-01000-B-001P",2024,12
496,2024-12-11,?id22=666577,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1351-01000-B-001P",2024,12
497,2024-12-11,?id22=666575,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1350-01000-B-001P",2024,12
498,2024-12-11,?id22=666573,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1349-01000-B-001P",2024,12
499,2024-12-11,?id22=666571,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1348-01000-B-001P",2024,12
500,2024-12-11,?id22=666569,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1347-01000-B-001P",2024,12
501,2024-12-11,?id22=666567,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1346-01000-B-001P",2024,12
502,2024-12-11,?id22=666565,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1345-01000-B-001P",2024,12
503,2024-12-11,?id22=666563,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1344-01000-B-001P",2024,12
504,2024-12-11,?id22=666561,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1343-01000-B-001P",2024,12
505,2024-12-11,?id22=666559,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1342-01000-B-001P",2024,12
506,2024-12-11,?id22=666557,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1376-01000-B-001P",2024,12
507,2024-12-11,?id22=666555,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1375-01000-B-001P",2024,12
508,2024-12-11,?id22=666553,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1374-01000-B-001P",2024,12
509,2024-12-11,?id22=666551,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1373-01000-B-001P",2024,12
510,2024-12-11,?id22=666549,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1372-01000-B-001P",2024,12
511,2024-12-11,?id22=666547,"О присвоении ISIN кода облигациям ООО ""СибАвтоТранс"", выпуск 4B02-04-00677-R-001P",2024,12
512,2024-12-11,?id22=666545,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-836-01000-B-005P",2024,12
513,2024-12-11,?id22=666543,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 6-1341-01000-B-001P",2024,12
514,2024-11-11,?id22=666537,"О присвоении ISIN кода инвестиционным паям ИПИФ комбинированного ""Т-Капитал Облигации Овернайт""",2024,11
515,2024-11-11,?id22=666533,"О присвоении ISIN кода облигациям ПАО ""АПРИ"", выпуск 4B02-05-12464-K-002P",2024,11
516,2024-11-11,?id22=666531,"О присвоении ISIN кода облигациям ООО ""Альфа-Лизинг"", выпуск 4B02-02-00578-R",2024,11
517,2024-11-11,?id22=666529,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-835-01000-B-005P",2024,11
518,2024-08-11,?id22=666523,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-85-00796-R-001P",2024,8
519,2024-08-11,?id22=666521,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-84-00796-R-001P",2024,8
520,2024-08-11,?id22=666519,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-83-00796-R-001P",2024,8
521,2024-08-11,?id22=666517,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-82-00796-R-001P",2024,8
522,2024-08-11,?id22=666515,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-81-00796-R-001P",2024,8
523,2024-08-11,?id22=666513,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-80-00796-R-001P",2024,8
524,2024-08-11,?id22=666511,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-79-00796-R-001P",2024,8
525,2024-08-11,?id22=666509,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-78-00796-R-001P",2024,8
526,2024-08-11,?id22=666507,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-77-00796-R-001P",2024,8
527,2024-08-11,?id22=666505,"О присвоении ISIN кода облигациям ООО ""СФО АТОН Структурные Решения"", выпуск 6-76-00796-R-001P",2024,8
528,2024-08-11,?id22=666501,"О присвоении ISIN кода облигациям ПАО Сбербанк, выпуск 4B02-690-01481-B-001P",2024,8
529,2024-08-11,?id22=666499,"О присвоении ISIN кода облигациям ПАО ""НК ""Роснефть"", выпуск 4B02-03-00122-A-004P",2024,8
530,2024-08-11,?id22=666497,"О присвоении ISIN кода облигациям ПАО ""ЕвроТранс"", выпуск 4B02-05-80110-H-001P",2024,8
531,2024-08-11,?id22=666495,"О присвоении ISIN кода облигациям ПАО ""ЕвроТранс"", выпуск 4B02-04-80110-H-001P",2024,8
532,2024-08-11,?id22=666493,"О присвоении ISIN кода облигациям ООО ""Газпром капитал"", выпуск 4B02-05-36400-R-003P",2024,8
533,2024-08-11,?id22=666491,"О присвоении ISIN кода облигациям ООО ""Газпром капитал"", выпуск 4B02-08-36400-R-003P",2024,8
534,2024-08-11,?id22=666489,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-834-01000-B-005P",2024,8
535,2024-07-11,?id22=666487,"О присвоении ISIN кода инвестиционным паям БПИФ рыночных финансовых инструментов ""ПСБ - Рублевые облигации""",2024,7
536,2024-07-11,?id22=666479,"О присвоении ISIN кода облигациям ПАО ""Совкомбанк"", выпуск 6-02-00963-B-001P",2024,7
537,2024-07-11,?id22=666477,"О присвоении ISIN кода облигациям ООО ""ТД ""БАЛТИЙСКИЙ БЕРЕГ"", выпуск 4CDE-01-00192-L",2024,7
538,2024-07-11,?id22=666475,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-833-01000-B-005P",2024,7
539,2024-06-11,?id22=666473,"О присвоении ISIN кода облигациям АО ""АЛЬФА-БАНК"", выпуск 4B02-18-01326-B-001P",2024,6
540,2024-06-11,?id22=666471,"О присвоении ISIN кода облигациям АО ""ГТЛК"", выпуск 4-33-32432-H-003P",2024,6
541,2024-06-11,?id22=666469,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-832-01000-B-005P",2024,6
542,2024-05-11,?id22=666459,"О присвоении ISIN кода облигациям АО ""Твой Склад"", выпуск 4-01-02400-G",2024,5
543,2024-05-11,?id22=666457,"О присвоении ISIN кода облигациям АО ""ВЕРАТЕК"", выпуск 4B02-01-42172-H",2024,5
544,2024-05-11,?id22=666455,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-831-01000-B-005P",2024,5
545,2024-02-11,?id22=666439,"О присвоении ISIN кода облигациям ООО ""Микро Капитал Руссия"", выпуск 4-08-00667-R",2024,2
546,2024-02-11,?id22=666437,"О присвоении ISIN кода облигациям ООО ""СФО БКС Структурные Ноты"", выпуск 6-58-00508-R",2024,2
547,2024-02-11,?id22=666435,"О присвоении ISIN кода облигациям ООО ""СФО БКС Структурные Ноты"", выпуск 6-57-00508-R",2024,2
548,2024-02-11,?id22=666433,"О присвоении ISIN кода облигациям ООО ""СФО БКС Структурные Ноты"", выпуск 6-56-00508-R",2024,2
549,2024-02-11,?id22=666431,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-830-01000-B-005P",2024,2
550,2024-01-11,?id22=666419,"О присвоении ISIN кода облигациям ООО ""АРЕНЗА-ПРО"", выпуск 4B02-06-00433-R-001P",2024,1
551,2024-01-11,?id22=666417,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-368-01000-B-001P",2024,1
552,2024-01-11,?id22=666415,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-367-01000-B-001P",2024,1
553,2024-01-11,?id22=666413,"О присвоении ISIN кода облигациям ООО ""ТАМАМ"", выпуск 4-01-00823-R",2024,1
554,2024-01-11,?id22=666411,"О присвоении ISIN кода облигациям ООО ""Флит Финанс"", выпуск 4CDE-01-00189-L",2024,1
555,2024-01-11,?id22=666409,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-829-01000-B-005P",2024,1
556,2024-10-31,?id22=666403,"О присвоении ISIN кода облигациям АО ""Хвоя"", выпуск 4CDE-03-21556-N-001P",2024,10
557,2024-10-31,?id22=666401,"О присвоении ISIN кода облигациям ПАО ""Россети"", выпуск 4B02-14-65018-D-001P",2024,10
558,2024-10-31,?id22=666399,"О присвоении ISIN кода облигациям ООО МФК ""КЭШДРАЙВ"", выпуск 4CDE-11-00576-R-002P",2024,10
559,2024-10-31,?id22=666397,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-828-01000-B-005P",2024,10
560,2024-10-30,?id22=666389,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-364-01000-B-001P",2024,10
561,2024-10-30,?id22=666387,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-363-01000-B-001P",2024,10
562,2024-10-30,?id22=666383,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-736-01793-A",2024,10
563,2024-10-30,?id22=666381,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-735-01793-A",2024,10
564,2024-10-30,?id22=666379,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-734-01793-A",2024,10
565,2024-10-30,?id22=666377,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-733-01793-A",2024,10
566,2024-10-30,?id22=666375,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-732-01793-A",2024,10
567,2024-10-30,?id22=666373,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-731-01793-A",2024,10
568,2024-10-30,?id22=666371,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-730-01793-A",2024,10
569,2024-10-30,?id22=666369,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-729-01793-A",2024,10
570,2024-10-30,?id22=666367,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-728-01793-A",2024,10
571,2024-10-30,?id22=666365,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-727-01793-A",2024,10
572,2024-10-30,?id22=666363,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-726-01793-A",2024,10
573,2024-10-30,?id22=666361,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-725-01793-A",2024,10
574,2024-10-30,?id22=666359,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-724-01793-A",2024,10
575,2024-10-30,?id22=666357,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-723-01793-A",2024,10
576,2024-10-30,?id22=666355,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-722-01793-A",2024,10
577,2024-10-30,?id22=666353,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-721-01793-A",2024,10
578,2024-10-30,?id22=666351,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-720-01793-A",2024,10
579,2024-10-30,?id22=666349,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-719-01793-A",2024,10
580,2024-10-30,?id22=666347,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-718-01793-A",2024,10
581,2024-10-30,?id22=666345,"О присвоении ISIN кода облигациям АО ""Сбербанк КИБ"", выпуск 6-717-01793-A",2024,10
582,2024-10-30,?id22=666343,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-827-01000-B-005P",2024,10
583,2024-10-29,?id22=666331,"О присвоении ISIN кода облигациям ООО ""СФО БКС Структурные Ноты"", выпуск 6-55-00508-R",2024,10
584,2024-10-29,?id22=666329,"О присвоении ISIN кода облигациям ООО ""СФО БКС Структурные Ноты"", выпуск 6-54-00508-R",2024,10
585,2024-10-29,?id22=666327,"О присвоении ISIN кода облигациям ООО ""СФО БКС Структурные Ноты"", выпуск 6-53-00508-R",2024,10
586,2024-10-29,?id22=666325,"О присвоении ISIN кода облигациям АО ""АЛЬФА-БАНК"", выпуск 4B02-17-01326-B-001P",2024,10
587,2024-10-29,?id22=666323,"О присвоении ISIN кода облигациям АО ""АЛЬФА-БАНК"", выпуск 6-540-01326-B-001P",2024,10
588,2024-10-29,?id22=666321,"О присвоении ISIN кода облигациям АО ""АЛЬФА-БАНК"", выпуск 6-539-01326-B-001P",2024,10
589,2024-10-29,?id22=666319,"О присвоении ISIN кода облигациям ПАО Сбербанк, выпуск 4B02-688-01481-B-001P",2024,10
590,2024-10-29,?id22=666317,"О присвоении ISIN кода облигациям ПАО Сбербанк, выпуск 4B02-689-01481-B-001P",2024,10
591,2024-10-29,?id22=666315,"О присвоении ISIN кода облигациям ПАО Сбербанк, выпуск 4B02-687-01481-B-001P",2024,10
592,2024-10-29,?id22=666313,"О присвоении ISIN кода облигациям Банк ГПБ (АО), выпуск 4B02-13-00354-B-004P",2024,10
593,2024-10-29,?id22=666311,"О присвоении ISIN кода облигациям Банка ВТБ (ПАО), выпуск 4B02-826-01000-B-005P",2024,10
594,2024-10-28,?id22=666307,"О присвоении ISIN кода облигациям ППК ""Фонд развития территорий"", выпуск 4-42-00014-T-001P",2024,10
595,2024-10-28,?id22=666305,"О присвоении ISIN кода облигациям ВЭБ.РФ, выпуск 4B02-119-00004-T-002P",2024,10
596,2024-10-28,?id22=666303,"О присвоении ISIN кода облигациям ВЭБ.РФ, выпуск 4B02-118-00004-T-002P",2024,10
597,2024-10-28,?id22=666301,"О присвоении ISIN кода облигациям ВЭБ.РФ, выпуск 4B02-117-00004-T-002P",2024,10
598,2024-10-28,?id22=666299,"О присвоении ISIN кода облигациям ВЭБ.РФ, выпуск 4B02-116-00004-T-002P",2024,10
599,2024-10-28,?id22=666297,"О присвоении ISIN кода облигациям ВЭБ.РФ, выпуск 4B02-115-00004-T-002P",2024,10
600,2024-10-28,?id22=666295,"О присвоении ISIN кода облигациям ВЭБ.РФ, выпуск 4B02-114-00004-T-002P",2024,10
