,ISIN код,Дата присвоения кода,Параметры ценной бумаги (выпуска),Эмитент,ИНН эмитента,Наименование выпуска/транша,Форма выпуска ценной бумаги,Порядок хранения/учета,Pегистрационный номер,Дата регистрации,Номинальная стоимость каждой ценной бумаги,Валюта номинала,Дата погашения,Параметры ценной бумаги (пая),Наименование фонда,Тип фонда,"Вид, категория, тип ценной бумаги",Регистрационный номер,Управляющая компания,Специализированный депозитарий,Реестродержатель
22,RU000A107GX8,25 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""",7703104630,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-27,Бездокументарная,С централизованным учетом,4B02-27-01669-A-001P,21 декабря 2023 г.,1 000.00,Рубли,21 декабря 2027 г.,,,,,,,,
23,RU000A107GW0,25 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Концерн ""РОССИУМ""",5032152372,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 003Р-02,Бездокументарная,С централизованным учетом,4B02-02-36479-R-003P,18 декабря 2023 г.,1 000.00,Рубли,13 декабря 2033 г.,,,,,,,,
24,RU000A107GU4,25 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Микрофинансовая компания ""Быстроденьги"" (Общество с ограниченной ответственностью)",7325081622,Биржевые облигации бездокументарные процентные неконвертируемые с обеспечением в форме поручительства с централизованным учетом прав серии 002P-04,Бездокументарная,С централизованным учетом,4B02-04-00487-R-002P,15 декабря 2023 г.,1 000.00,Рубли,8 июня 2027 г.,,,,,,,,
25,RU000A107GT6,25 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""СЕЛЛ-Сервис""",5406780551,Биржевые облигации процентные неконвертируемые бездокументарные централизованным учетом прав серии БО-01,Бездокументарная,С централизованным учетом,4B02-01-00645-R,19 декабря 2023 г.,1 000.00,Рубли,5 декабря 2027 г.,,,,,,,,
26,RU000A107GR0,25 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество Ванадиум""",9729351892,Структурные процентные бездокументарные неконвертируемые облигации серии BUF-1 с залоговым обеспечением,Бездокументарная,С централизованным учетом,6-01-00763-R,11 декабря 2023 г.,1 000.00,Рубли,25 декабря 2026 г.,,,,,,,,
27,RU000A107GS8,25 декабря 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-618,Бездокументарная,С централизованным учетом,4B02-618-01000-B-005P,24 ноября 2023 г.,1 000.00,Рубли,27 декабря 2023 г.,,,,,,,,
28,RU000A107GQ2,22 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Орион-7""",7730301148,Облигации структурные процентные неконвертируемые бездокументарные с централизованным учетом прав серии А-1 с залоговым обеспечением,Бездокументарная,С централизованным учетом,6-01-00772-R,22 декабря 2023 г.,1 000.00,Рубли,31 декабря 2036 г.,,,,,,,,
29,RU000A107GN9,22 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""НЛК-Финанс""",7743402256,Процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии 001Р-12,Бездокументарная,С централизованным учетом,4-12-00694-R-001P,21 декабря 2023 г.,1 000.00,Рубли,6 декабря 2038 г.,,,,,,,,
30,RU000A107GM1,22 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""",7727290538,Биржевые жилищные неконвертируемые процентные бездокументарные облигации с ипотечным покрытием и с обеспечением в форме поручительства с централизованным учетом прав серии БО-001P-41,Бездокументарная,С централизованным учетом,4B02-41-00307-R-001P,20 декабря 2023 г.,1 000.00,Рубли,28 сентября 2033 г.,,,,,,,,
31,RU000A107GL3,22 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""",7727290538,Биржевые жилищные неконвертируемые процентные бездокументарные облигации с ипотечным покрытием и с обеспечением в форме поручительства серии БО-001P-40,Бездокументарная,С централизованным учетом,4B02-39-00307-R-001P,11 декабря 2023 г.,1 000.00,Рубли,28 ноября 2033 г.,,,,,,,,
32,RU000A107GJ7,22 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ВсеИнструменты.ру""",7722753969,Биржевые облигации процентные неконвертируемые бездокументарные централизованным учетом прав серии 001Р-01,Бездокументарная,С централизованным учетом,4B02-01-00410-R-001P,18 декабря 2023 г.,1 000.00,Рубли,9 декабря 2026 г.,,,,,,,,
33,RU000A107GH1,22 декабря 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-617,Бездокументарная,С централизованным учетом,4B02-617-01000-B-005P,24 ноября 2023 г.,1 000.00,Рубли,26 декабря 2023 г.,,,,,,,,
34,RU000A107GF5,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Канопус""",9714013107,Облигации структурные неконвертируемые процентные бездокументарные с залоговым обеспечением с централизованным учетом прав серии 13,Бездокументарная,С централизованным учетом,6-13-00740-R,11 декабря 2023 г.,,Юань,,,,,,,,,
35,RU000A107GE8,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Канопус""",9714013107,Облигации структурные неконвертируемые процентные бездокументарные с залоговым обеспечением с централизованным учетом прав серии 12,Бездокументарная,С централизованным учетом,6-12-00740-R,11 декабря 2023 г.,,Юань,,,,,,,,,
36,RU000A107GD0,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ""Канопус""",9714013107,Облигации структурные неконвертируемые процентные бездокументарные с залоговым обеспечением с централизованным учетом прав серии 11,Бездокументарная,С централизованным учетом,6-11-00740-R,11 декабря 2023 г.,,Юань,,,,,,,,,
37,RU000A107G22,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД АЛЮМИНИЕВЫХ СИСТЕМ КОРПСАН""",5032292806,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии БО-П01,Бездокументарная,С централизованным учетом,4B02-01-00583-R-001P,19 декабря 2023 г.,1 000.00,Рубли,18 декабря 2026 г.,,,,,,,,
38,RU000A107G55,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""",7727290538,Биржевые жилищные неконвертируемые процентные бездокументарные облигации с ипотечным покрытием и с обеспечением в форме поручительства серии БО-001P-39,Бездокументарная,С централизованным учетом,4B02-38-00307-R-001P,7 декабря 2023 г.,1 000.00,Рубли,28 ноября 2033 г.,,,,,,,,
39,RU000A107GC2,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""ДОМ.РФ""",7729355614,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 002P-03,Бездокументарная,С централизованным учетом,4B02-03-00739-A-002P,20 декабря 2023 г.,1 000.00,Рубли,17 декабря 2027 г.,,,,,,,,
40,RU000A107GB4,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""ДОМ.РФ""",7729355614,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 002P-02,Бездокументарная,С централизованным учетом,4B02-02-00739-A-002P,20 декабря 2023 г.,1 000.00,Рубли,19 декабря 2025 г.,,,,,,,,
41,RU000A107G63,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ДжетЛенд""",7724451748,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии БО-01,Бездокументарная,С централизованным учетом,4B02-01-00129-L,20 декабря 2023 г.,1 000.00,Рубли,6 декабря 2026 г.,,,,,,,,
42,RU000A107GG3,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"""Газпромбанк"" (Акционерное общество)",7744001497,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 004P-02,Бездокументарная,С централизованным учетом,4B02-02-00354-B-004P,23 ноября 2023 г.,,Рубли,,,,,,,,,
43,RU000A107GA6,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Государственная компания ""Российские автомобильные дороги""",7717151380,Облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 004Р-08,Бездокументарная,С централизованным учетом,4-08-00011-T-004P,30 октября 2023 г.,1 000.00,Рубли,22 ноября 2047 г.,,,,,,,,
44,RU000A107G97,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Государственная компания ""Российские автомобильные дороги""",7717151380,Облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 002P-21,Бездокументарная,С централизованным учетом,4-21-00011-T-002P,23 ноября 2023 г.,1 000.00,Рубли,15 декабря 2050 г.,,,,,,,,
45,RU000A107FZ5,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Акционерное общество АПРИ ""Флай Плэнинг""",7453326003,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии БО-002P-04,Бездокументарная,С централизованным учетом,4B02-04-12464-K-002P,12 декабря 2023 г.,1 000.00,Рубли,17 декабря 2027 г.,,,,,,,,
46,RU000A107G06,21 декабря 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-616,Бездокументарная,С централизованным учетом,4B02-616-01000-B-005P,24 ноября 2023 г.,1 000.00,Рубли,23 декабря 2023 г.,,,,,,,,
47,RU000A107FQ4,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"публично-правовая компания ""Фонд развития территорий""",7704446429,Процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии 001P-31,Бездокументарная,С централизованным учетом,4-31-00014-T-001P,30 октября 2023 г.,1 000.00,Рубли,21 декабря 2048 г.,,,,,,,,
48,RU000A107FP6,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"публично-правовая компания ""Фонд развития территорий""",7704446429,Процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии 001P-32,Бездокументарная,С централизованным учетом,4-32-00014-T-001P,30 октября 2023 г.,1 000.00,Рубли,21 декабря 2048 г.,,,,,,,,
49,RU000A107FN1,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ТЕХНО Лизинг""",7723609647,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001Р-06,Бездокументарная,С централизованным учетом,4B02-06-00455-R-001P,15 декабря 2023 г.,1 000.00,Рубли,24 ноября 2028 г.,,,,,,,,
50,RU000A107FX0,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ТЕМП""",9702051348,"Структурные процентные неконвертируемые бездокументарные облигации с залоговым обеспечением денежными требованиями класса «Б», предназначенные для квалифицированных инвесторов",Бездокументарная,С централизованным учетом,6-02-00767-R,18 декабря 2023 г.,,Рубли,,,,,,,,,
51,RU000A107FW2,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество ТЕМП""",9702051348,"Структурные процентные неконвертируемые бездокументарные облигации с залоговым обеспечением денежными требованиями класса «А», предназначенные для квалифицированных инвесторов",Бездокументарная,С централизованным учетом,6-01-00767-R,18 декабря 2023 г.,,Рубли,,,,,,,,,
52,RU000A107FV4,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-329,Бездокументарная,С централизованным учетом,6-329-01326-B-001P,18 декабря 2023 г.,,Рубли,,,,,,,,,
53,RU000A107FU6,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-328,Бездокументарная,С централизованным учетом,6-328-01326-B-001P,18 декабря 2023 г.,,Рубли,,,,,,,,,
54,RU000A107FT8,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-327,Бездокументарная,С централизованным учетом,6-327-01326-B-001P,18 декабря 2023 г.,,Рубли,,,,,,,,,
55,RU000A107FS0,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-326,Бездокументарная,С централизованным учетом,6-326-01326-B-001P,18 декабря 2023 г.,,Рубли,,,,,,,,,
56,RU000A107FR2,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-325,Бездокументарная,С централизованным учетом,6-325-01326-B-001P,18 декабря 2023 г.,,Рубли,,,,,,,,,
57,RU000A107FM3,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-324,Бездокументарная,С централизованным учетом,6-324-01326-B-001P,18 декабря 2023 г.,,Рубли,,,,,,,,,
58,RU000A107FL5,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-323,Бездокументарная,С централизованным учетом,6-323-01326-B-001P,18 декабря 2023 г.,,Рубли,,,,,,,,,
59,RU000A107FK7,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-322,Бездокументарная,С централизованным учетом,6-322-01326-B-001P,18 декабря 2023 г.,,Рубли,,,,,,,,,
60,RU000A107FG5,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Транс-Миссия""",7805688897,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии БО-02,Бездокументарная,С централизованным учетом,4B02-02-00447-R,15 декабря 2023 г.,1 000.00,Рубли,30 ноября 2027 г.,,,,,,,,
61,RU000A107FF7,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Кронунг""",7839141799,Коммерческие облигации бездокументарные с централизованным учетом прав неконвертируемые процентные серии КО-01,Бездокументарная,С централизованным учетом,4CDE-01-00130-L,18 декабря 2023 г.,1 000.00,Рубли,19 декабря 2024 г.,,,,,,,,
62,RU000A107FE0,20 декабря 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-615,Бездокументарная,С централизованным учетом,4B02-615-01000-B-005P,24 ноября 2023 г.,1 000.00,Рубли,22 декабря 2023 г.,,,,,,,,
63,RU000A107F49,19 декабря 2023 г.,Параметры ценной бумаги (выпуска),"""Газпромбанк"" (Акционерное общество)",7744001497,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии 005P-02P,Бездокументарная,С централизованным учетом,4B02-02-00354-B-005P,14 декабря 2023 г.,1 000.00,Рубли,20 июня 2027 г.,,,,,,,,
64,RU000A107F72,19 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-321,Бездокументарная,С централизованным учетом,6-321-01326-B-001P,18 декабря 2023 г.,,Рубли,,,,,,,,,
65,RU000A107F07,19 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Унител""",7814534043,Биржевые облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии БО-П01,Бездокументарная,С централизованным учетом,4B02-01-00124-L-001P,4 декабря 2023 г.,1 000.00,Рубли,16 декабря 2026 г.,,,,,,,,
66,RU000A107EX3,19 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""НЛК-Финанс""",7743402256,Процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии 001Р-09,Бездокументарная,С централизованным учетом,4-09-00694-R-001P,2 октября 2023 г.,1 000.00,Рубли,1 декабря 2038 г.,,,,,,,,
67,RU000A107EW5,19 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью Микрофинансовая компания ""Джой Мани""",5407496776,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-01,Бездокументарная,С централизованным учетом,4B02-01-00122-L-001P,15 ноября 2023 г.,1 000.00,Рубли,4 декабря 2026 г.,,,,,,,,
68,RU000A107EY1,19 декабря 2023 г.,Параметры ценной бумаги (выпуска),"акционерное общество ""Государственная транспортная лизинговая компания""",7720261827,Облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 006Р-05,Бездокументарная,С централизованным учетом,4-05-32432-H-004P,15 июня 2023 г.,1 000.00,Рубли,19 декабря 2030 г.,,,,,,,,
69,RU000A107EZ8,19 декабря 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-614,Бездокументарная,С централизованным учетом,4B02-614-01000-B-005P,24 ноября 2023 г.,1 000.00,Рубли,21 декабря 2023 г.,,,,,,,,
70,RU000A107F15,19 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-330,Бездокументарная,С централизованным учетом,6-330-01326-B-001P,18 декабря 2023 г.,,Рубли,,,,,,,,,
71,RU000A107EP9,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""СмартФакт""",7707837251,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии БО-02-001Р,Бездокументарная,С централизованным учетом,4B02-02-00102-L-001P,4 декабря 2023 г.,1 000.00,Рубли,15 декабря 2026 г.,,,,,,,,
72,RU000A107EQ7,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""",7727290538,Биржевые жилищные неконвертируемые процентные бездокументарные облигации с ипотечным покрытием и с обеспечением в форме поручительства с централизованным учетом прав серии БО-001P-42,Бездокументарная,С централизованным учетом,4B02-40-00307-R-001P,14 декабря 2023 г.,1 000.00,Рубли,28 сентября 2033 г.,,,,,,,,
73,RU000A107ET1,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Газпром капитал""",7726588547,Бездокументарные процентные неконвертируемые биржевые облигации с обеспечением с централизованным учетом прав серии БО-002P-11,Бездокументарная,С централизованным учетом,4B02-11-36400-R-002P,22 ноября 2023 г.,1 000.00,Рубли,14 декабря 2027 г.,,,,,,,,
74,RU000A107EL8,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Новолипецкий металлургический комбинат""",4823006703,Бездокументарные процентные неконвертируемые облигации с централизованным учетом прав серии ЗО26-Д,Бездокументарная,С централизованным учетом,4-13-00102-A,15 декабря 2023 г.,1 000.00,Доллар США,30 мая 2026 г.,,,,,,,,
75,RU000A107EK0,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""НЛК-Финанс""",7743402256,Процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии 001Р-11,Бездокументарная,С централизованным учетом,4-11-00694-R-001P,7 декабря 2023 г.,1 000.00,Рубли,30 ноября 2038 г.,,,,,,,,
76,RU000A107EM6,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),"федеральное государственное унитарное предприятие ""Производственное объединение ""Маяк""",7422000795,Облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001Р-01,Бездокументарная,С централизованным учетом,4-01-00015-T-001P,16 ноября 2023 г.,1 000.00,Рубли,6 декабря 2033 г.,,,,,,,,
77,RU000A107EE3,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""СОБИ-ЛИЗИНГ""",2311127765,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-04,Бездокументарная,С централизованным учетом,4B02-04-00632-R-001P,6 декабря 2023 г.,1 000.00,Рубли,3 декабря 2026 г.,,,,,,,,
78,RU000A107ED5,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""НЛК-Финанс""",7743402256,Процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии 001Р-08,Бездокументарная,С централизованным учетом,4-08-00694-R-001P,2 октября 2023 г.,1 000.00,Рубли,30 ноября 2038 г.,,,,,,,,
79,RU000A107EG8,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Кабельный завод Кабэкс""",5940200262,Коммерческие облигации бездокументарные с централизованным учетом прав неконвертируемые процентные серии КО-02,Бездокументарная,С централизованным учетом,4CDE-02-00121-L,11 декабря 2023 г.,1 000.00,Рубли,15 декабря 2026 г.,,,,,,,,
80,RU000A107EF0,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-613,Бездокументарная,С централизованным учетом,4B02-613-01000-B-005P,24 ноября 2023 г.,1 000.00,Рубли,20 декабря 2023 г.,,,,,,,,
81,RU000A107EH6,18 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Авиакапитал-Сервис""",7709811643,Облигации процентные неконвертируемые бездокументарные серии 05,Бездокументарная,С централизованным учетом,4-05-00705-R-001P,20 марта 2023 г.,1 000.00,Рубли,25 ноября 2043 г.,,,,,,,,
82,RU000A107E99,15 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Совкомбанк""",4401116480,Облигации бездокументарные процентные неконвертируемые с централизованным учетом прав серии СЗО-04,Бездокументарная,С централизованным учетом,4-20-00963-B,17 ноября 2023 г.,1 000.00,Доллар США,7 апреля 2030 г.,,,,,,,,
83,RU000A107EC7,15 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Россети Ленэнерго""",7803002209,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-01,Бездокументарная,С централизованным учетом,4B02-01-00073-A-001P,13 декабря 2023 г.,1 000.00,Рубли,27 ноября 2027 г.,,,,,,,,
84,RU000A107E65,15 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""НЛК-Финанс""",7743402256,Процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии 001Р-10,Бездокументарная,С централизованным учетом,4-10-00694-R-001P,7 декабря 2023 г.,1 000.00,Рубли,29 ноября 2038 г.,,,,,,,,
85,RU000A107EA1,15 декабря 2023 г.,Параметры ценной бумаги (выпуска),Евразийский банк развития,9909220306,Облигации неконвертируемые бездокументарные с централизованным учетом прав серии 003P-009,Бездокументарная,С централизованным учетом,не предусмотрен,,,Рубли,,,,,,,,,
86,RU000A107E81,15 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Биннофарм Групп""",9704005675,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001Р-03,Бездокументарная,С централизованным учетом,4B02-03-00054-L-001P,8 декабря 2023 г.,1 000.00,Рубли,14 декабря 2026 г.,,,,,,,,
87,RU000A107E57,15 декабря 2023 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Биржевые облигации дисконтные неконвертируемые бездокументарные с централизованным учетом прав серии КС-4-612,Бездокументарная,С централизованным учетом,4B02-612-01000-B-005P,24 ноября 2023 г.,1 000.00,Рубли,19 декабря 2023 г.,,,,,,,,
88,RU000A107E08,14 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ИЭК ХОЛДИНГ""",7724635872,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-02,Бездокументарная,С централизованным учетом,4B02-02-00085-L-001P,11 декабря 2023 г.,1 000.00,Рубли,9 декабря 2024 г.,,,,,,,,
89,RU000A107E16,14 декабря 2023 г.,Параметры ценной бумаги (выпуска),"Государственная компания ""Российские автомобильные дороги""",7717151380,Облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 005P-02,Бездокументарная,С централизованным учетом,4-02-00011-T-005P,20 ноября 2023 г.,1 000.00,Рубли,23 ноября 2040 г.,,,,,,,,
90,RU000A0P1W48,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-320,Бездокументарная,С централизованным учетом,6-320-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
91,RU000A0P1W30,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-319,Бездокументарная,С централизованным учетом,6-319-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
92,RU000A0P1W22,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-318,Бездокументарная,С централизованным учетом,6-318-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
93,RU000A0P1W14,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-317,Бездокументарная,С централизованным учетом,6-317-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
94,RU000A0P1W06,13 декабря 2023 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-316,Бездокументарная,С централизованным учетом,6-316-01326-B-001P,4 декабря 2023 г.,1 000.00,Рубли,,,,,,,,,
