,date,link,text
0,31.05.2025,https://nsddata.ru/ru/news/view/1264710,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - Barclays Bank PLC 09/09/26 (облигация ISIN XS2302150060) – информация предназначена для квалифицированных инвесторов"
1,31.05.2025,https://nsddata.ru/ru/news/view/1264709,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - Marex Financial 08/09/27 (облигация ISIN XS2301724980) – информация предназначена для квалифицированных инвесторов"
2,31.05.2025,https://nsddata.ru/ru/news/view/1264708,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - UBS AG, London Branch 09/03/26 (облигация ISIN XS2296345775) – информация предназначена для квалифицированных инвесторов"
3,31.05.2025,https://nsddata.ru/ru/news/view/1264707,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - Marex Financial 08/09/25 (облигация ISIN XS2253422450) – информация предназначена для квалифицированных инвесторов"
4,31.05.2025,https://nsddata.ru/ru/news/view/1264706,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - BBVA Global Markets B.V. 09/09/26 (облигация ISIN XS2288677482) – информация предназначена для квалифицированных инвесторов"
5,31.05.2025,https://nsddata.ru/ru/news/view/1264705,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - Marex Financial 08/09/27 (облигация ISIN XS2301676990) – информация предназначена для квалифицированных инвесторов"
6,31.05.2025,https://nsddata.ru/ru/news/view/1264704,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - BBVA GLOBAL MARKETS 09/09/26 (облигация ISIN XS2288677300) – информация предназначена для квалифицированных инвесторов"
7,31.05.2025,https://nsddata.ru/ru/news/view/1264703,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - Marex Financial 08/09/26 (облигация ISIN XS2329253293) – информация предназначена для квалифицированных инвесторов"
8,31.05.2025,https://nsddata.ru/ru/news/view/1264702,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - UBS AG, London Branch 09/06/26 (облигация ISIN XS2340941223) – информация предназначена для квалифицированных инвесторов"
9,31.05.2025,https://nsddata.ru/ru/news/view/1264701,"(INTR) О корпоративном действии ""Выплата купонного дохода"" - Marex Financial 08/09/25 (облигация ISIN XS2275800543) – информация предназначена для квалифицированных инвесторов"
